entry_idx,entry_price,exit_idx,exit_price,trade_type,exit_reason,pnl_pct,pnl_usd,balance
140,62956.8,142,62930.540714285715,SHORT,TP1,0.041710007043382326,0.41710007043382324,10000.417100070434
