timestamp,open,high,low,close,volume
2026-08-14 11:40:00,62888.01,62896.3,62842.62,62896.3,25.68288
2026-08-14 11:45:00,62896.31,62898.0,62853.83,62867.26,27.04248
2026-08-14 11:50:00,62867.26,62926.46,62867.25,62926.46,39.24106
2026-08-14 11:55:00,62926.46,62930.52,62860.0,62868.83,37.2572
2026-08-14 12:00:00,62868.83,62902.0,62840.95,62868.01,50.4556
2026-08-14 12:05:00,62868.02,62868.02,62801.14,62803.67,54.38306
2026-08-14 12:10:00,62803.67,62824.78,62764.18,62824.77,56.03922
2026-08-14 12:15:00,62824.77,62870.0,62802.01,62802.02,34.53571
2026-08-14 12:20:00,62802.01,62870.0,62802.01,62870.0,43.1887
2026-08-14 12:25:00,62870.0,62891.99,62851.35,62891.99,32.4398
2026-08-14 12:30:00,62891.99,62913.3,62853.55,62861.27,45.35344
2026-08-14 12:35:00,62861.27,62861.27,62806.0,62822.0,19.40891
2026-08-14 12:40:00,62822.0,62822.0,62761.96,62761.96,29.16686
2026-08-14 12:45:00,62761.91,62785.83,62726.26,62785.83,62.67153
2026-08-14 12:50:00,62785.83,62811.79,62736.32,62777.89,31.74885
2026-08-14 12:55:00,62777.89,62788.0,62732.46,62741.69,27.12481
2026-08-14 13:00:00,62741.68,62743.41,62663.0,62716.01,134.36614
2026-08-14 13:05:00,62716.01,62754.95,62613.89,62670.0,115.28225
2026-08-14 13:10:00,62669.99,62705.94,62605.0,62688.43,67.72512
2026-08-14 13:15:00,62688.42,62701.96,62640.5,62652.98,46.9148
2026-08-14 13:20:00,62652.99,62740.0,62649.33,62736.0,58.22306
2026-08-14 13:25:00,62736.0,62796.18,62696.26,62782.56,69.51952
2026-08-14 13:30:00,62782.56,62822.33,62692.0,62731.5,96.75877
2026-08-14 13:35:00,62731.53,62772.15,62612.01,62656.0,104.27364
2026-08-14 13:40:00,62656.0,62738.77,62641.56,62718.39,74.2726
2026-08-14 13:45:00,62718.39,62750.61,62670.0,62670.01,62.48154
2026-08-14 13:50:00,62670.0,62695.55,62636.0,62644.34,70.1907
2026-08-14 13:55:00,62644.33,62668.0,62607.02,62668.0,87.78003
2026-08-14 14:00:00,62668.0,62734.0,62604.75,62660.01,108.79552
2026-08-14 14:05:00,62660.01,62722.42,62601.84,62601.84,85.366
2026-08-14 14:10:00,62601.85,62717.25,62600.33,62610.0,70.47066
2026-08-14 14:15:00,62610.0,62667.69,62573.23,62598.01,100.92183
2026-08-14 14:20:00,62598.0,62659.26,62574.0,62594.0,69.87548
2026-08-14 14:25:00,62594.0,62707.23,62592.5,62673.25,43.74271
2026-08-14 14:30:00,62673.26,62771.81,62658.77,62737.23,55.40479
2026-08-14 14:35:00,62737.23,62797.88,62731.25,62784.23,100.04613
2026-08-14 14:40:00,62784.24,62788.17,62743.48,62746.02,53.3584
2026-08-14 14:45:00,62746.02,62784.86,62736.22,62752.26,49.83466
2026-08-14 14:50:00,62752.25,62752.26,62651.79,62662.95,68.86586
2026-08-14 14:55:00,62662.95,62662.95,62535.24,62620.01,191.55684
2026-08-14 15:00:00,62620.01,62694.61,62612.0,62641.99,173.24594
2026-08-14 15:05:00,62641.99,62704.0,62641.99,62682.0,52.94945
2026-08-14 15:10:00,62682.01,62720.0,62682.0,62705.55,45.33072
2026-08-14 15:15:00,62705.56,62716.51,62681.29,62712.2,32.94633
2026-08-14 15:20:00,62712.21,62778.0,62712.2,62774.68,50.54185
2026-08-14 15:25:00,62774.68,62855.32,62720.75,62855.32,56.04578
2026-08-14 15:30:00,62855.32,62910.0,62792.01,62902.9,143.52163
2026-08-14 15:35:00,62902.89,63030.0,62894.38,63024.0,181.90145
2026-08-14 15:40:00,63024.0,63024.0,62960.71,63006.14,53.59056
2026-08-14 15:45:00,63006.14,63063.25,62970.0,62982.27,65.66862
2026-08-14 15:50:00,62982.28,63019.99,62950.78,63003.77,73.07225
2026-08-14 15:55:00,63003.77,63089.18,62990.94,62990.95,59.2846
2026-08-14 16:00:00,62990.94,63054.0,62985.79,63001.26,62.7737
2026-08-14 16:05:00,63001.26,63032.65,62966.86,63024.01,49.1601
2026-08-14 16:10:00,63024.0,63103.96,63022.17,63043.3,44.34641
2026-08-14 16:15:00,63043.31,63084.0,63035.51,63065.44,27.94535
2026-08-14 16:20:00,63065.44,63129.85,63056.0,63104.9,46.7311
2026-08-14 16:25:00,63104.89,63166.48,63083.46,63118.52,75.09611
2026-08-14 16:30:00,63118.51,63163.95,63096.68,63157.87,41.10328
2026-08-14 16:35:00,63157.88,63214.28,63157.87,63195.85,41.46279
2026-08-14 16:40:00,63195.86,63215.58,63195.85,63210.31,31.74597
2026-08-14 16:45:00,63210.32,63210.32,63142.57,63170.05,51.52877
2026-08-14 16:50:00,63170.04,63170.05,63105.26,63114.18,50.22149
2026-08-14 16:55:00,63114.18,63146.85,63106.02,63133.48,44.10678
2026-08-14 17:00:00,63133.49,63176.28,63133.49,63144.32,28.29403
2026-08-14 17:05:00,63144.31,63157.09,63116.0,63122.56,27.88796
2026-08-14 17:10:00,63122.56,63179.77,63122.55,63179.76,32.93109
2026-08-14 17:15:00,63179.76,63210.32,63166.14,63201.77,44.05148
2026-08-14 17:20:00,63201.77,63247.05,63200.0,63227.95,77.06944
2026-08-14 17:25:00,63227.95,63227.95,63186.5,63202.0,27.64697
2026-08-14 17:30:00,63202.0,63220.0,63176.36,63216.72,30.90536
2026-08-14 17:35:00,63216.73,63216.73,63125.25,63129.59,33.94054
2026-08-14 17:40:00,63129.58,63143.19,63075.72,63109.97,42.02851
2026-08-14 17:45:00,63109.98,63127.16,63106.0,63117.99,22.77737
2026-08-14 17:50:00,63117.99,63118.0,63071.41,63074.8,21.20739
2026-08-14 17:55:00,63074.79,63074.79,63000.0,63013.69,65.31814
2026-08-14 18:00:00,63013.7,63049.92,62958.0,63042.0,53.01476
2026-08-14 18:05:00,63041.99,63064.39,63022.0,63035.07,24.54149
2026-08-14 18:10:00,63035.06,63070.0,63000.0,63004.0,36.26268
2026-08-14 18:15:00,63004.0,63052.2,63004.0,63038.57,17.47826
2026-08-14 18:20:00,63038.56,63061.71,63028.02,63053.99,36.7216
2026-08-14 18:25:00,63053.99,63088.21,63036.54,63037.82,23.80127
2026-08-14 18:30:00,63037.81,63039.15,62948.03,62956.2,26.14317
2026-08-14 18:35:00,62956.2,63012.37,62956.19,63006.0,24.76067
2026-08-14 18:40:00,63006.0,63024.0,62972.0,62972.02,26.56395
2026-08-14 18:45:00,62972.02,62974.53,62894.85,62895.8,38.02643
2026-08-14 18:50:00,62895.8,62931.09,62895.79,62920.91,25.95931
2026-08-14 18:55:00,62920.91,62930.01,62917.5,62930.01,34.49679
2026-08-14 19:00:00,62930.01,62930.01,62870.0,62873.79,43.83118
2026-08-14 19:05:00,62873.79,62894.0,62852.34,62894.0,27.97716
2026-08-14 19:10:00,62893.99,62894.0,62856.74,62859.26,24.53572
2026-08-14 19:15:00,62859.26,62875.05,62830.0,62831.02,28.98069
2026-08-14 19:20:00,62831.02,62901.48,62831.02,62874.55,46.28008
2026-08-14 19:25:00,62874.55,62936.49,62874.54,62929.1,26.87598
2026-08-14 19:30:00,62929.1,62929.1,62888.91,62913.9,22.63192
2026-08-14 19:35:00,62913.89,62947.33,62909.16,62934.04,36.61476
2026-08-14 19:40:00,62934.04,62982.99,62922.0,62982.99,29.18995
2026-08-14 19:45:00,62982.99,62996.0,62947.75,62954.0,55.32591
2026-08-14 19:50:00,62954.0,62973.82,62952.72,62973.82,19.28012
2026-08-14 19:55:00,62973.81,62973.82,62943.39,62968.05,33.46198
2026-08-14 20:00:00,62968.06,63008.0,62964.78,63007.99,27.8093
2026-08-14 20:05:00,63008.0,63020.74,62985.99,63020.74,149.01827
2026-08-14 20:10:00,63020.74,63020.74,62974.76,62974.76,15.78253
2026-08-14 20:15:00,62974.77,62974.77,62934.0,62944.04,25.80335
2026-08-14 20:20:00,62944.04,62987.44,62944.0,62976.01,22.85108
2026-08-14 20:25:00,62976.01,62976.01,62942.6,62949.74,28.3704
2026-08-14 20:30:00,62949.73,62957.28,62932.0,62939.78,35.94051
2026-08-14 20:35:00,62939.78,62940.0,62912.0,62912.0,12.62732
2026-08-14 20:40:00,62912.01,62912.51,62912.0,62912.51,4.70361
2026-08-14 20:45:00,62912.51,62928.06,62909.99,62925.79,8.48157
2026-08-14 20:50:00,62925.79,62937.22,62910.0,62910.0,13.1778
2026-08-14 20:55:00,62910.01,62910.01,62896.85,62907.59,14.87191
2026-08-14 21:00:00,62907.59,62937.22,62898.58,62937.22,15.70392
2026-08-14 21:05:00,62937.21,62937.22,62900.27,62900.27,9.60065
2026-08-14 21:10:00,62900.28,62924.0,62900.27,62904.0,14.82871
2026-08-14 21:15:00,62904.01,62914.0,62894.95,62894.96,6.03138
2026-08-14 21:20:00,62894.95,62902.0,62888.0,62901.81,11.58623
2026-08-14 21:25:00,62901.82,62922.53,62892.7,62892.71,21.4425
2026-08-14 21:30:00,62892.71,62893.31,62873.25,62873.25,6.61577
2026-08-14 21:35:00,62873.25,62890.05,62873.25,62890.05,15.95663
2026-08-14 21:40:00,62890.05,62912.0,62877.52,62889.01,27.67862
2026-08-14 21:45:00,62889.01,62924.42,62876.89,62921.29,27.08115
2026-08-14 21:50:00,62921.3,62925.36,62886.0,62886.01,14.7532
2026-08-14 21:55:00,62886.01,62928.49,62884.57,62928.49,8.36724
2026-08-14 22:00:00,62928.49,62957.28,62912.0,62939.35,24.43853
2026-08-14 22:05:00,62939.35,62943.64,62896.66,62902.97,17.83254
2026-08-14 22:10:00,62902.96,62902.97,62833.33,62833.33,36.82987
2026-08-14 22:15:00,62833.33,62834.49,62800.0,62834.48,45.40527
2026-08-14 22:20:00,62834.48,62840.16,62817.22,62834.0,12.15294
2026-08-14 22:25:00,62833.99,62834.0,62823.99,62823.99,4.52742
2026-08-14 22:30:00,62823.99,62871.41,62823.99,62869.08,36.4479
2026-08-14 22:35:00,62869.09,62877.91,62869.08,62877.9,6.64324
2026-08-14 22:40:00,62877.91,62884.0,62877.9,62883.99,3.05225
2026-08-14 22:45:00,62884.0,62895.99,62880.35,62880.35,10.35511
2026-08-14 22:50:00,62880.36,62885.86,62876.68,62880.35,19.4677
2026-08-14 22:55:00,62880.35,62890.67,62868.53,62886.88,9.41928
2026-08-14 23:00:00,62886.87,62892.0,62884.35,62887.45,8.33897
2026-08-14 23:05:00,62887.45,62893.5,62887.45,62893.49,6.98255
2026-08-14 23:10:00,62893.5,62930.0,62893.49,62929.99,9.23655
2026-08-14 23:15:00,62930.0,62940.0,62891.11,62891.12,26.99262
2026-08-14 23:20:00,62891.11,62956.81,62865.03,62956.8,118.77866
2026-08-14 23:25:00,62956.8,62956.81,62934.5,62948.11,11.04665
2026-08-14 23:30:00,62948.11,62966.87,62929.85,62929.85,10.97579
2026-08-14 23:35:00,62929.85,62980.0,62905.99,62980.0,25.34299
2026-08-14 23:40:00,62979.99,63029.53,62974.0,63008.89,60.14728
2026-08-14 23:45:00,63008.89,63062.0,63008.88,63054.77,18.89999
2026-08-14 23:50:00,63054.76,63066.13,63018.06,63047.53,20.34859
2026-08-14 23:55:00,63047.53,63047.54,63027.84,63043.56,12.0005
