symbol,total_trades,wins,losses,win_rate,total_pnl,pnl_pct,final_capital,avg_win,avg_loss,profit_factor,max_drawdown
BTC/USDT:USDT,18,8,10,44.44444444444444,-95.79540160895692,-9.579540160895693,904.2045983910431,104.09184904643766,-92.85301939804583,0.8968311399780144,0
